,Mystery_Data_X,Mystery_Data_Y,Modified,Model,CHECKING
0,147.5982884,151.9835563,FALSE,FALSE,TRUE
1,126.88324,1076.435077,TRUE,TRUE,TRUE
2,153.8927697,134.2778896,FALSE,FALSE,TRUE
3,136.9798717,705.4347203,TRUE,TRUE,TRUE
4,125.0986921,764.39024,TRUE,TRUE,TRUE
5,133.5482313,,TRUE,FALSE,FALSE
6,100.950531,97.87183211,FALSE,FALSE,TRUE
7,126.2201405,1121.705947,TRUE,TRUE,TRUE
8,187.6075238,,TRUE,TRUE,TRUE
9,130.6389396,,TRUE,FALSE,FALSE
10,112.4840521,,TRUE,FALSE,FALSE
11,141.6391544,913.9468179,TRUE,TRUE,TRUE
12,153.6112262,,TRUE,FALSE,FALSE
13,111.4365561,,TRUE,FALSE,FALSE
14,166.3870324,177.2768462,FALSE,FALSE,TRUE
15,99.67740102,154.6377441,FALSE,FALSE,TRUE
16,142.5541975,153.1747436,FALSE,FALSE,TRUE
17,92.6744115,95.28828547,FALSE,FALSE,TRUE
18,234.6918213,2726.068322,TRUE,TRUE,TRUE
19,106.4960676,100.0929726,FALSE,FALSE,TRUE
20,125.9117885,,TRUE,FALSE,FALSE
21,126.3806704,159.2146168,FALSE,FALSE,TRUE
22,121.7468641,,TRUE,FALSE,FALSE
23,201.8092566,1860.029415,TRUE,TRUE,TRUE
24,123.8884499,1043.900733,TRUE,TRUE,TRUE
25,150.0689864,1823.67556,TRUE,TRUE,TRUE
26,205.1331336,,TRUE,TRUE,TRUE
27,145.3768589,583.0053687,TRUE,TRUE,TRUE
28,117.0631709,2681.233668,TRUE,TRUE,TRUE
29,121.3817757,1372.846885,TRUE,TRUE,TRUE
30,134.0056428,1483.649439,TRUE,TRUE,TRUE
31,165.7710103,119.7041263,FALSE,FALSE,TRUE
32,151.2378044,712.688243,TRUE,TRUE,TRUE
33,181.3608296,217.8766767,FALSE,FALSE,TRUE
34,140.9072353,159.3485179,FALSE,FALSE,TRUE
35,192.0352764,245.2275634,FALSE,FALSE,TRUE
