,Mystery_Data_X,Mystery_Data_Y,Modified,Model,CHECKING
0,143.2929534,127.93978,FALSE,FALSE,TRUE
1,80.52398102,81.89121582,FALSE,FALSE,TRUE
2,98.70322161,168.490227,FALSE,FALSE,TRUE
3,129.8619415,117.8174544,FALSE,FALSE,TRUE
4,80.65851737,793.9776814,TRUE,TRUE,TRUE
5,120.3879215,940.5246788,TRUE,TRUE,TRUE
6,128.7353392,127.886463,FALSE,FALSE,TRUE
7,112.3966681,142.1604463,FALSE,FALSE,TRUE
8,140.698051,119.1041524,FALSE,FALSE,TRUE
9,103.2342518,108.2654533,FALSE,FALSE,TRUE
10,106.29866,109.2724555,FALSE,FALSE,TRUE
11,124.5667182,105.8223725,FALSE,FALSE,TRUE
12,143.7234843,43.81099866,FALSE,FALSE,TRUE
13,170.3336903,495.277262,TRUE,TRUE,TRUE
14,138.3277175,131.0740224,FALSE,FALSE,TRUE
15,137.682888,85.90939335,FALSE,FALSE,TRUE
16,104.2126189,121.6912315,FALSE,FALSE,TRUE
17,108.7899613,146.010884,FALSE,FALSE,TRUE
18,179.2363632,839.0043151,TRUE,TRUE,TRUE
19,176.4898224,82.53672929,FALSE,TRUE,FALSE
20,66.49382131,108.9004945,FALSE,TRUE,FALSE
21,157.2749363,463.2482591,TRUE,TRUE,TRUE
22,111.844439,668.6156384,TRUE,TRUE,TRUE
23,150.3421015,92.04172246,FALSE,FALSE,TRUE
24,106.2286234,153.2491405,FALSE,FALSE,TRUE
25,105.4904804,119.8776047,FALSE,FALSE,TRUE
26,99.58297884,195.3180219,FALSE,FALSE,TRUE
27,88.27519264,648.4058466,TRUE,TRUE,TRUE
28,113.6642706,923.0184016,TRUE,TRUE,TRUE
29,39.83119908,109.8948602,FALSE,TRUE,FALSE
30,120.4512506,126.7374209,FALSE,FALSE,TRUE
31,72.6569815,65.80670049,FALSE,FALSE,TRUE
32,134.6985554,16.98711858,FALSE,FALSE,TRUE
33,129.6863476,114.3958787,FALSE,FALSE,TRUE
34,136.2439422,25.92682394,FALSE,FALSE,TRUE
35,132.8868282,173.2563974,FALSE,FALSE,TRUE
36,64.71454612,68.24051328,FALSE,TRUE,FALSE
37,126.7631274,119.8592638,FALSE,FALSE,TRUE
38,136.4094355,119.2291499,FALSE,FALSE,TRUE
39,112.6306131,33.1739317,FALSE,FALSE,TRUE
40,122.9662497,115.9409196,FALSE,FALSE,TRUE
41,138.8094707,388.6483277,TRUE,TRUE,TRUE
42,111.5170826,121.2618959,FALSE,FALSE,TRUE
43,152.6069575,172.5140534,FALSE,FALSE,TRUE
44,146.929529,88.30957457,FALSE,FALSE,TRUE
45,135.4841454,1131.013776,TRUE,TRUE,TRUE
46,143.9908202,,TRUE,TRUE,TRUE
47,90.28810538,88.58771415,FALSE,FALSE,TRUE
48,106.7554535,109.8705766,FALSE,FALSE,TRUE
49,110.5865198,110.7241449,FALSE,FALSE,TRUE
50,128.4187352,94.49693999,FALSE,FALSE,TRUE
51,151.5379427,97.26662899,FALSE,FALSE,TRUE
52,137.8045064,132.1180327,FALSE,FALSE,TRUE
53,121.8131175,704.7128947,TRUE,TRUE,TRUE
54,98.78487872,939.8739365,TRUE,TRUE,TRUE
55,122.6487717,97.7616725,FALSE,FALSE,TRUE
56,122.0335759,83.54701491,FALSE,FALSE,TRUE
57,99.48615834,118.2873189,FALSE,FALSE,TRUE
58,99.46965284,156.1404468,FALSE,FALSE,TRUE
59,91.25236129,129.8462303,FALSE,FALSE,TRUE
60,85.99119828,101.9418719,FALSE,FALSE,TRUE
61,124.600002,1017.872451,TRUE,TRUE,TRUE
62,183.7217785,785.7909297,TRUE,TRUE,TRUE
63,126.9504752,104.4424004,FALSE,FALSE,TRUE
64,176.0717355,98.77321534,FALSE,TRUE,FALSE
65,128.9129114,96.75720685,FALSE,FALSE,TRUE
66,32.07168393,126.8951091,FALSE,TRUE,FALSE
67,126.2854777,142.2065841,FALSE,FALSE,TRUE
68,114.8702476,591.1037575,TRUE,TRUE,TRUE
69,114.9722254,576.9490136,TRUE,TRUE,TRUE
70,94.92374667,863.8528356,TRUE,TRUE,TRUE
71,86.8654037,88.97866448,FALSE,FALSE,TRUE
72,157.5079289,377.6894851,TRUE,TRUE,TRUE
73,124.9941007,,TRUE,TRUE,TRUE
74,135.3307294,174.6695631,FALSE,FALSE,TRUE
75,90.41799185,115.066492,FALSE,FALSE,TRUE
76,128.8478677,126.8189969,FALSE,FALSE,TRUE
77,143.1922636,145.3382666,FALSE,FALSE,TRUE
78,140.975637,85.5611582,FALSE,FALSE,TRUE
79,168.9109294,96.54418021,FALSE,TRUE,FALSE
80,149.5635859,81.82843587,FALSE,FALSE,TRUE
81,139.5387942,160.5168946,FALSE,FALSE,TRUE
82,94.0306851,818.2293034,TRUE,TRUE,TRUE
83,223.5294935,98.76908056,FALSE,TRUE,FALSE
84,118.819786,66.14320363,FALSE,FALSE,TRUE
85,129.2315734,99.75983917,FALSE,FALSE,TRUE
86,135.2333645,138.3230452,FALSE,FALSE,TRUE
87,127.378332,99.60724029,FALSE,FALSE,TRUE
88,112.1547533,109.7405222,FALSE,FALSE,TRUE
89,76.21741234,495.9468787,TRUE,TRUE,TRUE
90,135.6433006,592.3448535,TRUE,TRUE,TRUE
91,141.9595011,135.3425552,FALSE,FALSE,TRUE
92,80.47545359,128.323845,FALSE,FALSE,TRUE
93,124.424754,613.5912869,TRUE,TRUE,TRUE
94,152.3765584,129.1668665,FALSE,FALSE,TRUE
95,76.08171631,115.1760895,FALSE,FALSE,TRUE
96,121.5850632,114.0398325,FALSE,FALSE,TRUE
97,102.0288648,109.2795986,FALSE,FALSE,TRUE
98,123.6181588,126.9584578,FALSE,FALSE,TRUE
99,140.5118672,116.2880661,FALSE,FALSE,TRUE
100,123.0086152,134.7025837,FALSE,FALSE,TRUE
101,174.018033,,TRUE,TRUE,TRUE
102,138.5348261,193.9935618,FALSE,FALSE,TRUE
103,170.4262461,91.79403387,FALSE,TRUE,FALSE
104,157.523614,171.6631223,FALSE,FALSE,TRUE
105,91.13711774,206.0585049,FALSE,FALSE,TRUE
106,137.4265556,149.6688591,FALSE,FALSE,TRUE
107,82.61743017,128.9599065,FALSE,FALSE,TRUE
108,149.9625765,611.8883686,TRUE,TRUE,TRUE
109,159.1592652,145.432764,FALSE,FALSE,TRUE
110,107.0523393,186.6630752,FALSE,FALSE,TRUE
111,146.6367916,410.582812,TRUE,TRUE,TRUE
112,113.1806079,75.54784576,FALSE,FALSE,TRUE
113,149.2071431,120.1457917,FALSE,FALSE,TRUE
114,121.7495854,127.7946931,FALSE,FALSE,TRUE
115,115.3286258,113.9114074,FALSE,FALSE,TRUE
116,192.4648814,90.35632654,FALSE,TRUE,FALSE
117,114.9540739,121.3079565,FALSE,FALSE,TRUE
118,185.9118585,189.2998072,FALSE,TRUE,FALSE
119,112.5051456,108.4461043,FALSE,FALSE,TRUE
120,174.1446336,965.3302368,TRUE,TRUE,TRUE
121,77.27670373,632.190057,TRUE,TRUE,TRUE
122,84.70214195,117.1407197,FALSE,FALSE,TRUE
123,115.464777,515.9096889,TRUE,TRUE,TRUE
124,127.1073262,84.25537961,FALSE,FALSE,TRUE
125,140.4442988,97.90642479,FALSE,FALSE,TRUE
126,96.41674854,97.86539052,FALSE,FALSE,TRUE
127,158.5530994,142.7423086,FALSE,FALSE,TRUE
128,154.543642,88.07174694,FALSE,FALSE,TRUE
129,172.4502709,66.48782779,FALSE,TRUE,FALSE
130,102.5081182,180.757082,FALSE,FALSE,TRUE
131,118.8550349,69.64587353,FALSE,FALSE,TRUE
132,108.4069238,872.2243043,TRUE,TRUE,TRUE
