,Mystery_Data_X,Mystery_Data_Y,Modified,Index
0,115.7470578,1009.258981,TRUE,0.437602345
1,129.2120702,142.9294802,FALSE,0.343366566
2,107.2225766,,TRUE,0
3,206.6829218,209.3469529,FALSE,0.344834719
4,194.0504225,461.9311255,TRUE,0.428419322
5,151.4204042,147.1870818,FALSE,0.343335537
6,155.3728497,176.5832933,FALSE,0.343356282
7,84.84081573,147.9567326,FALSE,0.343329442
8,96.73239392,616.052696,TRUE,0.433362717
9,131.6127681,384.7640706,TRUE,0.41332141
10,129.659126,160.0438396,FALSE,0.343253812
11,92.13344868,478.5535423,TRUE,0.433601516
12,122.2007329,1000.399241,TRUE,0.437077249
13,113.9305287,155.9923648,FALSE,0.343264257
14,160.5223221,200.2273408,FALSE,0.344239608
15,185.4528214,206.7122919,FALSE,0.34469179
16,86.45119072,697.5233243,TRUE,0.432420828
17,74.09940507,548.1907883,TRUE,0.435807932
18,148.2597397,718.5548741,TRUE,0.433005351
19,141.8785467,162.116222,FALSE,0.34322603
20,151.425888,183.2966387,FALSE,0.343505994
21,125.4567877,1103.06939,TRUE,0.450842933
22,111.0459525,137.5672999,FALSE,0.343428939
23,147.5843908,216.7509403,FALSE,0.345401696
24,152.8514719,484.5298759,TRUE,0.435184869
25,183.9126675,720.6934004,TRUE,0.432998387
26,147.2093187,1033.957704,TRUE,0.440093691
27,208.7203363,540.0281004,TRUE,0.435403288
28,189.489259,,TRUE,0
29,135.3539752,140.049651,FALSE,0.343388942
30,104.7516588,158.1499026,FALSE,0.343258977
31,133.6631489,107.2189029,FALSE,0.344447363
32,129.4852425,141.5462994,FALSE,0.343374745
33,203.1193847,731.610775,TRUE,0.432813949
34,40.70279005,115.5882465,FALSE,0.343991534
35,130.3615546,169.4966592,FALSE,0.343247275
36,116.0808799,114.009529,FALSE,0.344059856
37,130.5962646,1170.746061,TRUE,0.469691236
38,118.178016,164.5697171,FALSE,0.343223873
39,214.5522962,567.4934146,TRUE,0.435027675
40,138.6206386,938.0889845,TRUE,0.434170284
41,124.9051243,119.7425836,FALSE,0.34381823
42,95.44908086,102.2874618,FALSE,0.344811563
43,161.8907533,895.9122131,TRUE,0.433739524
44,78.23792674,83.46491406,FALSE,0.347383685
45,136.5219196,182.608738,FALSE,0.343489
46,122.0917593,150.8237703,FALSE,0.343307043
47,71.31552999,1074.305954,TRUE,0.444937568
48,139.9618641,166.863068,FALSE,0.343227812
49,85.39491479,304.7791603,TRUE,0.39116027
50,141.1126821,,TRUE,0
51,114.3114624,94.33679581,FALSE,0.345686972
52,131.11623,103.1349497,FALSE,0.344747709
53,121.9099047,159.3806486,FALSE,0.343255388
54,73.76803931,160.749388,FALSE,0.343241636
55,104.3884963,94.42179494,FALSE,0.345671502
56,116.9982766,,TRUE,0
57,147.3624923,108.0212599,FALSE,0.344379222
58,147.0808179,159.6318793,FALSE,0.343251454
59,148.478822,,TRUE,0
60,203.3523039,208.9564189,FALSE,0.344809471
61,87.78887668,152.3601496,FALSE,0.34330123
62,125.780188,118.885995,FALSE,0.343850663
63,156.1119137,157.0451847,FALSE,0.343258498
64,127.9589642,1353.575256,TRUE,0.555723051
65,146.420817,200.3948923,FALSE,0.344247564
66,116.6044397,160.6951785,FALSE,0.343243742
67,133.3728676,83.89501461,FALSE,0.347317064
68,121.6346496,,TRUE,0
69,151.0995344,167.757634,FALSE,0.343228511
70,125.391834,198.8934805,FALSE,0.344173805
71,200.0951691,170.449081,FALSE,0.34325907
72,206.3194761,173.0528667,FALSE,0.343284731
73,158.9736474,142.2447474,FALSE,0.343372726
74,111.2733272,111.7958855,FALSE,0.344162451
75,135.3935336,,TRUE,0
76,137.977435,157.1843511,FALSE,0.343258669
77,111.5181232,631.8730182,TRUE,0.43299133
78,127.6917003,128.6810463,FALSE,0.343606835
79,122.7359602,177.2512776,FALSE,0.343376793
80,139.480414,,TRUE,0
81,164.2428892,161.7947357,FALSE,0.343238127
82,170.424774,816.2801237,TRUE,0.433297903
83,164.896727,180.170664,FALSE,0.343435763
84,156.2478382,99.34072479,FALSE,0.345081377
85,157.5650005,72.05751162,FALSE,0.349975165
86,76.02602995,152.8169566,FALSE,0.343296999
87,144.7884779,146.3771878,FALSE,0.343341687
88,154.2889632,567.926072,TRUE,0.434991409
89,94.52432927,141.5087319,FALSE,0.343374745
90,136.3748898,143.2670437,FALSE,0.343364444
91,76.56158662,1051.8758,TRUE,0.441764431
92,202.2946772,1101.267972,TRUE,0.450432207
93,97.59547673,152.8856925,FALSE,0.343296999
94,81.84820219,1209.830492,TRUE,0.489760783
95,107.9793488,110.1311672,FALSE,0.344265717
96,135.5539348,98.89454021,FALSE,0.345130555
97,190.8788719,189.2476233,FALSE,0.343729996
98,134.3119762,140.9724678,FALSE,0.343376463
99,120.8864974,507.6685137,TRUE,0.437143434
100,119.7130909,787.1256486,TRUE,0.433628319
101,174.8186797,212.7752656,FALSE,0.345088186
102,93.65775062,78.89029089,FALSE,0.348246797
103,151.9437304,149.1335611,FALSE,0.343312864
104,194.4260047,806.2645396,TRUE,0.433475182
105,140.2178712,,TRUE,0
