Mystery_Data_X,Mystery_Data_Y
159.7625847,127.8587299
159.1378956,164.7326466
209.1296464,191.7016274
71.54714223,114.0142903
85.99753008,183.915043
121.6228417,204.6251795
198.7616643,219.0684385
155.7175752,190.152756
113.9027096,101.7174858
116.2527083,168.8391611
146.3317828,164.0872304
185.1252797,160.8567716
136.7498917,186.0328183
126.7963713,121.765208
113.1654907,175.8612603
150.2715498,178.8488394
111.2401251,163.9962454
101.2355094,175.1984058
136.767877,186.633525
197.2615734,195.3570052
110.7759965,119.6965254
145.0527221,102.4984251
145.6530118,95.92617454
100.0165824,106.6934721
214.4089096,182.752524
102.2130741,153.4566302
132.1605879,143.9305819
75.46826432,144.7087979
119.5566886,170.5023179
144.8758748,163.6089328
126.8891224,152.7301231
136.5114288,134.8759977
74.24043472,137.8825084
116.5971719,135.5144911
152.3051486,200.6598393
108.2232002,114.8723388
126.7563764,179.3334527
202.3124804,181.5361527
181.0738318,142.4623902
98.01149024,129.9123382
86.51055599,141.1119219
104.5288397,121.8084771
174.4063543,210.7422211
134.4688454,164.2916542
142.5699358,166.7232605
89.27228131,146.2722065
174.4571194,172.955531
151.6839399,177.7190226
61.81517548,145.5205003
108.298672,106.6450813
92.70953619,93.62171094
129.3493328,107.1125682
179.6310412,164.4620004
153.0829776,165.5331425
122.8155982,159.0623822
167.5086302,191.8322491
97.7404207,162.8853738
133.9383854,158.9113196
117.6000821,132.1298245
193.355362,144.9914235
147.5487184,97.41370999
152.1756535,155.9293206
133.0200256,108.6266903
137.8605212,148.4508256
213.8883352,176.2529121
133.6894759,163.5518456
128.5485104,106.6398045
169.1405561,179.4083874
86.41078196,135.890207
134.5885237,191.0930833
89.24315201,177.111526
151.9971186,183.6415329
149.9751814,100.6898956
128.1376221,152.1210427
135.0432653,89.45331904
200.536778,207.2500288
117.3093608,112.2363249
151.8185711,130.875151
205.9471493,173.0733931
146.2542035,168.9681046
132.2775753,181.9808719
145.3635717,109.2596622
163.2723585,148.7373718
94.21910291,151.613877
145.7034071,145.5581185
154.0351755,137.8810774
174.3119105,184.1391637
146.9460061,155.4113277
100.9973208,172.4019642
96.78488128,183.4718389
87.4453069,130.2950828
88.69085826,96.77358585
132.6186033,143.7325146
192.5889634,167.017883
174.0575859,172.4365506
137.8789955,140.4874937
97.98633778,148.3055626
143.4312018,137.2081733
86.86200131,89.96976044
81.69197593,132.4373492
150.4349357,186.5130603
153.1650133,121.0977491
164.1469524,123.7642092
115.5762527,166.7258492
148.1334942,90.39587706
208.3436277,192.490775
142.2675617,150.4313387
95.690683,79.60694262
135.0019851,181.5764613
191.0633057,163.3420304
118.8444596,121.9665522
116.1064738,151.2077873
106.6372762,152.1209536
182.2506824,175.2570825
177.8601191,179.0871299
197.5273842,163.4844583
149.0570455,72.58466174
217.216156,188.0205614
129.8310169,181.9365947
142.9319197,145.105609
109.4259966,74.05428403
138.2898327,160.4814058
114.2183242,115.3385501
166.6488513,121.890176
236.292345,195.6527597
135.3818541,110.024228
102.4583133,123.5342366
110.4713196,121.9642462
109.082376,158.9320662
136.2022927,118.1622037
199.1396119,174.2318996
127.6109867,109.7512171
131.3080826,152.5436507
165.1148583,152.6167387
148.7589114,181.2609872
116.6268776,129.7896973
134.7462065,92.09085973
131.0056321,92.98671667
99.79179317,154.6362088
105.3305153,147.6852775
62.37609078,136.3176469
129.5306588,163.8008645
107.6329853,100.582342
119.7667415,115.3567143
131.6451615,110.6964392
186.7770113,202.440626
109.3335962,85.2635107
153.8696733,167.6098255
85.4376602,132.6929578
205.8644185,193.7213153
128.9436915,162.7749575
159.1705088,153.4554272
134.3885342,167.078765
93.05478875,173.5941011
155.3996689,157.7740107
142.0478178,163.3622365
138.8785076,111.6776529
74.02700373,112.5620908
100.9617254,119.8967126
126.658684,123.4262922
122.7664076,153.1203233
200.2696592,191.1208709
123.1886339,110.0640267
118.5841993,183.3719431
150.245412,166.8108069
115.0596597,107.7400911
120.1590191,203.0207395
88.6788256,162.5373783
99.02691963,109.3266202
139.3381322,141.32505
160.7249968,179.2796307
121.586787,171.7270114
79.24190681,99.65181425
196.219213,160.8914349
155.7253824,177.6686065
154.5451656,156.2576975
102.1089311,72.15178599
115.1578503,96.67189877
149.8855408,197.1461467
129.3484142,197.4454734
130.9426954,125.3136969
150.8701704,139.9835712
104.8142697,115.3350644
160.1087822,171.3254104
135.0014787,181.2325248
133.7500304,157.0288089
152.2999495,136.7071031
196.9693312,145.3026644
110.1597736,105.1035868
139.3156761,177.0152882
157.9316646,201.7014011
134.2483031,167.1879077
124.9183992,146.1094518
169.8017894,131.1394262
112.0432808,121.0215321
162.4872739,147.7606747
101.4688813,95.67736635
238.3177932,155.1772628
141.0096875,127.6516009
141.2478212,146.9198272
156.4394215,196.9087597
87.24629885,136.2469583
131.6617733,184.0128245
128.5882058,167.5901309
173.2504293,154.0874489
48.14414248,109.1860366
159.9575745,164.8838365
136.6418738,179.5628491
115.2577983,83.39137299
220.11207,172.3183527
103.6127443,171.8961282
144.6844446,166.7588829
215.5160722,202.6614657
130.9161548,157.1853495
104.6311861,127.9144329
163.8908831,164.6390541
141.3502118,158.9671205
154.4314801,189.3456833
134.8446468,161.0973986
110.1400625,135.0643899
90.21137519,70.60344375
153.5712748,207.6471075
113.9941792,170.5797603
200.4793471,182.9418575
185.7377792,185.4179537
129.0948117,194.088206
133.3897692,201.191836
203.6416063,172.1508841
129.1270323,120.2621927
150.4711154,180.7333514
51.92468518,152.6770377
85.24593635,89.00147152
134.8076891,134.4614133
116.1026181,169.7273364
159.7110306,126.0027866
106.5315406,70.86875483
119.6276315,179.239504
146.5827182,145.0797593
191.9870976,185.2401497
168.0587836,122.5911134
140.1608778,97.56599365
143.126091,170.5905033
103.647092,124.2086745
124.916574,177.8188583
132.1419173,170.73038
190.9655985,194.3780593
136.4063847,114.7848238
119.4473645,120.3790288
119.6867078,152.6607954
202.9654929,196.852273
121.041203,158.6495196
117.7947671,127.1375433
131.5587587,95.81509006
138.3203565,218.8487581
176.5913252,183.2830475
109.255824,159.4074585
110.726884,133.547416
112.2964273,138.6714736
84.84925016,66.88730239
132.4951442,126.0499826
69.89834666,148.0356888
201.7030702,191.5166433
117.2876756,80.69510283
141.7489127,168.9454371
167.2436452,131.3191058
148.1741308,149.4461593
139.4838882,170.7608548
130.6092676,106.1160918
161.3070649,178.5057138
151.5570274,184.0666381
129.1048593,200.7976094
127.9810107,85.06081537
189.1293862,187.399389
197.0146183,186.9772156
162.6220878,112.846353
104.3884963,94.42179494
202.0521595,183.729051
157.931104,182.865159
106.2772795,167.2286632
131.1647106,165.5804459
148.9499413,119.1280739
110.5422339,149.0477314
198.8779472,203.8603874
85.54437117,120.1684513
72.9509373,177.6733294
148.1733739,151.1604006
195.2305782,159.0708722
131.8128431,161.6440585
200.899217,142.9166714
167.5875701,158.95546
104.0229788,141.2337779
144.2230798,162.0384511
48.61498736,159.2704069
99.66510453,120.4392631
194.4811638,180.4119253
116.2844491,110.2854188
100.8599171,71.22306592
152.532616,181.244499
162.6158683,194.2712581
180.2628421,163.1916859
142.508823,88.94049527
109.3387146,159.535387
117.297808,161.7709325
124.9386553,112.9168384
107.9655194,147.8941064
137.7140045,112.7716328
110.7160103,135.7815302
130.9034466,144.964418
126.493189,130.7127332
148.1253145,125.4127865
106.5734735,103.4125666
133.6056635,97.52591323
163.3715315,183.8176401
164.8509728,168.8287421
134.2253552,99.2265273
112.5409989,197.9046435
123.1105167,148.1656906
158.6123223,186.7471945
104.832765,151.5631925
107.0123038,148.7463985
132.8120578,143.8442545
115.1738559,87.98439879
111.5870022,156.3310421
228.4403767,186.6985094
234.1588839,164.1179614
106.9578794,112.9484971
