,Mystery_Data_X,Mystery_Data_Y,Modified,Model,CHECKING
0,146.7774789,146.2079204,FALSE,FALSE,TRUE
1,113.733714,160.9244631,FALSE,FALSE,TRUE
2,94.12734247,121.9615187,FALSE,FALSE,TRUE
3,205.994299,205.0780773,FALSE,TRUE,FALSE
4,129.2062643,113.8915112,FALSE,FALSE,TRUE
5,162.9618237,,TRUE,TRUE,TRUE
6,176.8589169,157.284137,FALSE,FALSE,TRUE
7,132.9603529,127.4691367,FALSE,FALSE,TRUE
8,135.3760602,112.3101264,FALSE,FALSE,TRUE
9,130.2334171,400.0412458,TRUE,TRUE,TRUE
10,159.8789883,453.3402515,TRUE,TRUE,TRUE
11,165.3797114,150.429911,FALSE,FALSE,TRUE
12,173.7558037,194.2061882,FALSE,FALSE,TRUE
13,130.8036327,147.7945254,FALSE,FALSE,TRUE
14,175.0900315,181.8740833,FALSE,FALSE,TRUE
15,174.6203329,151.6749076,FALSE,FALSE,TRUE
16,91.11361221,182.6924714,FALSE,TRUE,FALSE
17,168.3455758,159.7739445,FALSE,FALSE,TRUE
18,166.3148239,170.7876772,FALSE,FALSE,TRUE
19,114.7919337,106.7753851,FALSE,FALSE,TRUE
20,125.0492128,140.3557214,FALSE,FALSE,TRUE
21,187.6288834,119.4480415,FALSE,TRUE,FALSE
22,113.8988229,118.4987062,FALSE,FALSE,TRUE
23,189.8871932,153.9619041,FALSE,TRUE,FALSE
24,143.6278397,177.5263982,FALSE,FALSE,TRUE
25,146.8638831,180.5156513,FALSE,FALSE,TRUE
26,161.3567876,148.3516101,FALSE,FALSE,TRUE
27,126.724902,512.3443467,TRUE,TRUE,TRUE
28,149.8819343,147.0156172,FALSE,FALSE,TRUE
29,175.1504719,106.8821536,FALSE,FALSE,TRUE
30,158.7917926,132.2786059,FALSE,FALSE,TRUE
31,107.6493939,808.663988,TRUE,TRUE,TRUE
32,125.4384092,150.0570495,FALSE,FALSE,TRUE
33,28.42960687,62.49445342,FALSE,TRUE,FALSE
34,131.3262294,90.65055591,FALSE,FALSE,TRUE
35,152.027464,706.550788,TRUE,TRUE,TRUE
36,93.52861698,100.5309896,FALSE,FALSE,TRUE
37,118.6081869,1576.063987,TRUE,TRUE,TRUE
38,144.454144,157.0687639,FALSE,FALSE,TRUE
39,143.6800433,195.7758639,FALSE,FALSE,TRUE
40,138.5909608,148.6119097,FALSE,FALSE,TRUE
41,131.6800543,164.8991209,FALSE,FALSE,TRUE
42,104.0064213,121.6810898,FALSE,FALSE,TRUE
43,82.70887599,538.5222453,TRUE,TRUE,TRUE
44,130.7448675,139.4999391,FALSE,FALSE,TRUE
45,128.5923364,122.5818609,FALSE,FALSE,TRUE
46,138.8273742,141.7519325,FALSE,FALSE,TRUE
47,143.2405088,308.6854309,TRUE,FALSE,FALSE
48,106.7778414,111.742442,FALSE,FALSE,TRUE
49,153.2571462,152.4388201,FALSE,FALSE,TRUE
50,162.6787518,192.9577969,FALSE,FALSE,TRUE
51,124.1619903,129.9523529,FALSE,FALSE,TRUE
52,168.0433874,145.2508465,FALSE,FALSE,TRUE
53,110.7665248,778.5409863,TRUE,TRUE,TRUE
54,138.1073517,773.583238,TRUE,TRUE,TRUE
55,148.3614822,153.7035454,FALSE,FALSE,TRUE
56,113.6870631,,TRUE,TRUE,TRUE
57,165.4475786,157.5872466,FALSE,FALSE,TRUE
58,166.0131164,1997.8437,TRUE,TRUE,TRUE
59,152.4406214,309.9223426,TRUE,FALSE,FALSE
60,111.5793846,141.8920608,FALSE,FALSE,TRUE
61,145.3897026,1914.358499,TRUE,TRUE,TRUE
62,122.1930321,117.3590831,FALSE,FALSE,TRUE
63,223.7519169,576.8135599,TRUE,TRUE,TRUE
64,212.5240084,148.5504372,FALSE,TRUE,FALSE
