,Mystery_Data_X,Mystery_Data_Y,Modified,Model
0,147.5982884,151.9835563,FALSE,FALSE
1,126.88324,133.435077,FALSE,FALSE
2,153.8927697,134.2778896,FALSE,FALSE
3,136.9798717,1081.43472,TRUE,TRUE
4,125.0986921,1489.39024,TRUE,TRUE
5,133.5482313,713.5312729,TRUE,TRUE
6,100.950531,,TRUE,TRUE
7,126.2201405,,TRUE,TRUE
8,187.6075238,,TRUE,TRUE
9,130.6389396,61.76527251,FALSE,TRUE
10,112.4840521,,TRUE,TRUE
11,141.6391544,835.9468179,TRUE,FALSE
12,153.6112262,176.6594218,FALSE,FALSE
13,111.4365561,184.9792972,FALSE,FALSE
14,166.3870324,1471.276846,TRUE,TRUE
15,99.67740102,154.6377441,FALSE,FALSE
16,142.5541975,153.1747436,FALSE,FALSE
17,92.6744115,95.28828547,FALSE,FALSE
18,234.6918213,452.0683216,TRUE,TRUE
19,106.4960676,100.0929726,FALSE,FALSE
20,125.9117885,421.3926004,TRUE,TRUE
21,126.3806704,3125.214617,TRUE,TRUE
22,121.7468641,156.2774093,FALSE,FALSE
23,201.8092566,177.0294145,FALSE,FALSE
24,123.8884499,142.9007325,FALSE,FALSE
25,150.0689864,167.6755603,FALSE,FALSE
26,205.1331336,188.1482694,FALSE,FALSE
27,145.3768589,993.0053687,TRUE,TRUE
28,117.0631709,871.2336682,TRUE,FALSE
29,121.3817757,171.8468852,FALSE,FALSE
30,134.0056428,156.6494391,FALSE,FALSE
31,165.7710103,119.7041263,FALSE,FALSE
32,151.2378044,154.688243,FALSE,FALSE
33,181.3608296,217.8766767,FALSE,FALSE
34,140.9072353,1906.348518,TRUE,TRUE
35,192.0352764,723.2275634,TRUE,TRUE
36,70.67857877,98.15425568,FALSE,FALSE
37,121.8440678,141.2275672,FALSE,FALSE
38,135.0482388,86.08310167,FALSE,FALSE
39,132.0360658,1779.627434,TRUE,TRUE
40,137.1035385,150.242402,FALSE,FALSE
41,114.7628958,351.0333644,TRUE,TRUE
42,222.0327127,185.8148521,FALSE,FALSE
43,166.182886,394.8317332,TRUE,TRUE
44,155.6349638,1840.11259,TRUE,TRUE
45,103.8270652,84.96027937,FALSE,FALSE
46,140.2907877,161.3537895,FALSE,FALSE
47,164.4548502,152.1210822,FALSE,FALSE
48,119.1899976,977.2446421,TRUE,TRUE
49,197.3893652,1122.10691,TRUE,TRUE
50,135.5167038,152.1858314,FALSE,FALSE
51,153.2296343,186.7897379,FALSE,FALSE
52,91.77108409,141.8267375,FALSE,FALSE
53,140.8598147,162.6191767,FALSE,FALSE
54,86.21428641,972.393783,TRUE,FALSE
55,172.2372938,143.9020446,FALSE,FALSE
56,73.54255365,729.3108566,TRUE,TRUE
57,136.8785755,1451.819279,TRUE,TRUE
58,101.6820638,549.105947,TRUE,TRUE
59,166.9201713,141.8759324,FALSE,FALSE
60,130.8272986,292.3134769,TRUE,TRUE
