,Mystery_Data_X,Mystery_Data_Y
0,147.59828838484054,151.98355630807504
1,126.88323999447381,133.43507704953288
2,153.89276974988817,134.27788958390252
3,136.9798716807253,101.43472030487001
4,125.09869213746016,142.39024000066382
5,133.54823129418753,78.53127287746443
6,100.95053095888841,97.87183210975816
7,126.22014049932842,121.7059471097237
8,187.6075238119722,235.4924386438193
9,130.63893957010973,61.7652725066219
10,112.48405214065328,152.89047448103904
11,141.63915438510588,127.94681785388977
12,153.6112261968916,176.65942175366598
13,111.43655614547419,184.97929721735258
14,166.38703243648663,177.27684622559278
15,99.67740101606904,154.63774405012805
16,142.55419752279354,153.17474363489512
17,92.67441149770241,95.28828546787973
18,234.6918213485652,205.06832163245178
19,106.49606759735937,100.09297258236144
20,125.91178854064982,154.3926003623833
21,126.38067042341409,159.21461677855424
22,121.74686414417387,156.27740928593764
23,201.80925655043694,177.02941453206427
24,123.88844986463432,142.9007325408802
25,150.06898636882678,167.67556026523425
26,205.13313361587933,188.14826942745972
27,145.37685893306224,161.00536871685367
28,117.06317093815896,190.2336681731869
29,121.38177565260409,171.84688517050253
30,134.0056427873037,156.64943905325515
31,165.77101032205323,119.70412626098
32,151.23780435772355,154.68824303312158
33,181.36082961978053,217.87667674067333
34,140.9072353155934,159.34851787185013
35,192.03527637593228,245.22756337088552
36,70.67857876552634,98.15425567509062
37,121.84406781243646,141.22756715382332
38,135.04823882018053,86.08310167334771
39,132.0360658074599,154.62743358751894
40,137.10353851651152,150.24240199640676
41,114.76289576224336,118.0333643965416
42,222.0327126903391,185.81485207136865
43,166.18288595417897,179.8317332112058
44,155.63496383179012,111.11258982013982
45,103.82706524745048,84.96027936509876
46,140.29078766503545,161.35378951451844
47,164.45485015544182,152.12108222180137
48,119.1899975620882,133.24464210543482
49,197.38936515413994,129.10691028485485
50,135.51670383121012,152.18583138577873
51,153.2296343420522,186.78973788175801
52,91.77108408647518,141.8267374991952
53,140.85981474357212,162.61917669922528
54,86.21428641282742,175.39378295026768
55,172.23729380079595,143.90204457858295
56,73.54255364589962,114.31085662603384
57,136.87857547081612,145.81927881285355
58,101.68206377858141,162.10594698693873
59,166.92017125890902,141.87593243108938
60,130.82729861518277,96.31347691259798
61,129.27789820232292,170.39452096134764
62,138.0143591255044,81.64024927384548
63,67.5991068716521,117.77098755520603
64,140.3256285155256,83.48474497660042
65,162.74302445987954,137.26386787536498
66,141.26269858335576,105.97577421788182
67,80.4379627195541,134.48415167332732
68,140.78352015030833,106.54404266608535
69,212.95524396796748,199.56349165537858
70,177.14881250069612,157.8685264707087
71,104.01048607790746,134.65389518050347
72,129.06153535464088,136.1915890071253
73,70.43117949225541,75.98415544389766
74,83.87544156348415,77.60645783351677
75,83.32107891630676,168.54665643325353
76,212.92896906559972,210.7450393633428
77,140.79562661661353,139.884293451219
78,105.50173314311073,171.64900692450058
79,126.80931232610918,163.04833784359818
80,134.21011004512144,201.41665825337844
81,214.3361127936424,173.28017013053585
82,121.00117321827932,158.61352686338128
83,86.96803850297263,155.9269366947915
