,Mystery_Data_X,Mystery_Data_Y,Modified,Model
0,146.7774789,146.2079204,FALSE,FALSE
1,113.733714,160.9244631,FALSE,FALSE
2,94.12734247,756.9615187,TRUE,FALSE
3,205.994299,504.0780773,TRUE,TRUE
4,129.2062643,113.8915112,FALSE,FALSE
5,162.9618237,159.4846546,FALSE,FALSE
6,176.8589169,769.284137,TRUE,TRUE
7,132.9603529,127.4691367,FALSE,FALSE
8,135.3760602,112.3101264,FALSE,FALSE
9,130.2334171,,TRUE,FALSE
10,159.8789883,144.3402515,FALSE,FALSE
11,165.3797114,,TRUE,FALSE
12,173.7558037,194.2061882,FALSE,FALSE
13,130.8036327,147.7945254,FALSE,FALSE
14,175.0900315,668.8740833,TRUE,FALSE
15,174.6203329,151.6749076,FALSE,FALSE
16,91.11361221,182.6924714,FALSE,FALSE
17,168.3455758,743.7739445,TRUE,FALSE
18,166.3148239,170.7876772,FALSE,FALSE
19,114.7919337,994.7753851,TRUE,FALSE
20,125.0492128,140.3557214,FALSE,FALSE
21,187.6288834,425.4480415,TRUE,FALSE
22,113.8988229,118.4987062,FALSE,FALSE
23,189.8871932,153.9619041,FALSE,FALSE
24,143.6278397,177.5263982,FALSE,FALSE
25,146.8638831,180.5156513,FALSE,FALSE
26,161.3567876,148.3516101,FALSE,FALSE
27,126.724902,122.3443467,FALSE,FALSE
28,149.8819343,312.0156172,TRUE,FALSE
29,175.1504719,,TRUE,FALSE
30,158.7917926,132.2786059,FALSE,FALSE
31,107.6493939,134.663988,FALSE,FALSE
32,125.4384092,150.0570495,FALSE,FALSE
33,28.42960687,62.49445342,FALSE,TRUE
34,131.3262294,90.65055591,FALSE,FALSE
35,152.027464,132.550788,FALSE,FALSE
36,93.52861698,309.5309896,TRUE,FALSE
37,118.6081869,127.0639873,FALSE,FALSE
38,144.454144,157.0687639,FALSE,FALSE
39,143.6800433,195.7758639,FALSE,FALSE
40,138.5909608,148.6119097,FALSE,FALSE
41,131.6800543,164.8991209,FALSE,FALSE
42,104.0064213,542.6810898,TRUE,FALSE
43,82.70887599,114.5222453,FALSE,FALSE
44,130.7448675,,TRUE,FALSE
45,128.5923364,,TRUE,FALSE
46,138.8273742,141.7519325,FALSE,FALSE
47,143.2405088,150.6854309,FALSE,FALSE
48,106.7778414,111.742442,FALSE,FALSE
49,153.2571462,769.4388201,TRUE,FALSE
50,162.6787518,1500.957797,TRUE,FALSE
51,124.1619903,129.9523529,FALSE,FALSE
52,168.0433874,704.2508465,TRUE,FALSE
53,110.7665248,105.5409863,FALSE,FALSE
54,138.1073517,596.583238,TRUE,TRUE
55,148.3614822,870.7035454,TRUE,FALSE
56,113.6870631,166.6606919,FALSE,FALSE
57,165.4475786,759.5872466,TRUE,FALSE
58,166.0131164,120.8437,FALSE,TRUE
59,152.4406214,664.9223426,TRUE,FALSE
60,111.5793846,141.8920608,FALSE,FALSE
61,145.3897026,155.3584992,FALSE,FALSE
62,122.1930321,,TRUE,FALSE
63,223.7519169,183.8135599,FALSE,FALSE
64,212.5240084,148.5504372,FALSE,FALSE
65,138.5462503,83.59368886,FALSE,FALSE
66,118.2968117,110.2992273,FALSE,FALSE
67,134.8372662,643.9287342,TRUE,FALSE
