,Unnamed: 0,Mystery_Data_X,Mystery_Data_Y,Modified,Index,Model
4706,4706,97.70178993,3616.235729,TRUE,4.328085123,TRUE
728,728,143.4435713,3319.212282,TRUE,3.263173494,TRUE
1001,1001,55.04412461,3216.44689,TRUE,2.785377496,TRUE
6939,6939,199.1900281,2951.179777,TRUE,2.441813388,TRUE
9692,9692,82.85429515,3030.270816,TRUE,2.352934268,TRUE
356,356,163.6767379,2713.570097,TRUE,1.534565184,TRUE
6028,6028,124.9725865,2258.434334,TRUE,1.199605759,TRUE
7644,7644,168.9908028,2259.218606,TRUE,1.199605759,TRUE
5411,5411,120.9325676,2616.426715,TRUE,1.18461413,TRUE
1766,1766,146.906733,2637.387839,TRUE,1.176347358,TRUE
1091,1091,125.0009154,2606.855628,TRUE,1.173666067,TRUE
3754,3754,177.4857139,2606.883675,TRUE,1.173666067,TRUE
3843,3843,130.6797969,2603.132825,TRUE,1.167850996,TRUE
1412,1412,140.0117718,2226.594725,TRUE,1.166826405,TRUE
9836,9836,100.9283276,2627.144533,TRUE,1.163788999,TRUE
2466,2466,136.714412,2493.536476,TRUE,1.139450608,TRUE
1289,1289,112.5525533,2565.418962,TRUE,1.128776443,TRUE
7994,7994,200.2135472,2568.124078,TRUE,1.128776443,TRUE
7330,7330,167.7134811,2369.885602,TRUE,1.110491531,TRUE
3976,3976,87.26205332,2363.16208,TRUE,1.110491531,TRUE
667,667,159.4979376,2358.05167,TRUE,1.106976931,TRUE
2934,2934,115.76671,2387.572677,TRUE,1.105635709,TRUE
891,891,124.5138112,2318.765411,TRUE,1.103665483,TRUE
6716,6716,109.2032102,2421.03776,TRUE,1.099199727,TRUE
5952,5952,219.7669328,2410.940324,TRUE,1.092364132,TRUE
7344,7344,131.9301991,2450.473086,TRUE,1.088575734,TRUE
8760,8760,154.4846461,2186.443341,TRUE,1.084178541,TRUE
5029,5029,200.3738549,2441.227813,TRUE,1.082760663,TRUE
3545,3545,130.5090249,2126.506892,TRUE,0.92914432,TRUE
4547,4547,180.3599773,2105.644395,TRUE,0.882384604,TRUE
8728,8728,109.3290219,2087.534096,TRUE,0.865333724,TRUE
8431,8431,128.3486496,2074.055381,TRUE,0.841012061,TRUE
