,Mystery_Data_X,Mystery_Data_Y,Modified,Index
0,159.7625847,127.8587299,FALSE,0.309157273
1,159.1378956,164.7326466,FALSE,0.308432295
2,209.1296464,,TRUE,0
3,71.54714223,114.0142903,FALSE,0.309416624
4,85.99753008,335.915043,TRUE,0.321750316
5,121.6228417,,TRUE,0
6,198.7616643,869.0684385,TRUE,0.336040681
7,155.7175752,190.152756,FALSE,0.307880902
8,113.9027096,944.7174858,TRUE,0.336988205
9,116.2527083,168.8391611,FALSE,0.30835366
10,146.3317828,780.0872304,TRUE,0.336197804
11,185.1252797,671.8567716,TRUE,0.33772546
12,136.7498917,186.0328183,FALSE,0.307973165
13,126.7963713,1153.765208,TRUE,0.348540202
14,113.1654907,175.8612603,FALSE,0.308187075
15,150.2715498,746.8488394,TRUE,0.336437632
16,111.2401251,313.9962454,TRUE,0.314814891
17,101.2355094,944.1984058,TRUE,0.336982358
18,136.767877,,TRUE,0
19,197.2615734,195.3570052,FALSE,0.307778355
20,110.7759965,418.6965254,TRUE,0.325908318
21,145.0527221,,TRUE,0
22,145.6530118,,TRUE,0
23,100.0165824,106.6934721,FALSE,0.309538875
24,214.4089096,1146.752524,TRUE,0.347776278
25,102.2130741,623.4566302,TRUE,0.336929292
26,132.1605879,143.9305819,FALSE,0.308872765
27,75.46826432,1073.708798,TRUE,0.342251182
28,119.5566886,,TRUE,0
29,144.8758748,,TRUE,0
30,126.8891224,,TRUE,0
31,136.5114288,594.8759977,TRUE,0.334423187
32,74.24043472,924.8825084,TRUE,0.336676455
33,116.5971719,135.5144911,FALSE,0.309024282
34,152.3051486,,TRUE,0
35,108.2232002,114.8723388,FALSE,0.309402672
36,126.7563764,1386.333453,TRUE,0.375623309
37,202.3124804,181.5361527,FALSE,0.308069979
38,181.0738318,142.4623902,FALSE,0.308899894
39,98.01149024,129.9123382,FALSE,0.309127375
40,86.51055599,141.1119219,FALSE,0.308916976
41,104.5288397,121.8084771,FALSE,0.309259283
42,174.4063543,,TRUE,0
43,134.4688454,1121.291654,TRUE,0.34571003
44,142.5699358,,TRUE,0
45,89.27228131,1894.272207,TRUE,0.417769499
46,174.4571194,172.955531,FALSE,0.308256376
47,151.6839399,177.7190226,FALSE,0.308149545
48,61.81517548,,TRUE,0
49,108.298672,,TRUE,0
50,92.70953619,93.62171094,FALSE,0.309753366
51,129.3493328,,TRUE,0
52,179.6310412,771.4620004,TRUE,0.33625738
53,153.0829776,1424.533143,TRUE,0.379270461
54,122.8155982,,TRUE,0
55,167.5086302,,TRUE,0
56,97.7404207,162.8853738,FALSE,0.308472516
57,133.9383854,,TRUE,0
58,117.6000821,1505.129825,TRUE,0.386505324
59,193.355362,144.9914235,FALSE,0.308850328
60,147.5487184,,TRUE,0
61,152.1756535,324.9293206,TRUE,0.31808297
62,133.0200256,340.6266903,TRUE,0.323245593
63,137.8605212,148.4508256,FALSE,0.308777927
64,213.8883352,,TRUE,0
65,133.6894759,958.5518456,TRUE,0.337334003
66,128.5485104,,TRUE,0
67,169.1405561,179.4083874,FALSE,0.308117126
68,86.41078196,,TRUE,0
69,134.5885237,191.0930833,FALSE,0.30786528
70,89.24315201,,TRUE,0
71,151.9971186,1140.641533,TRUE,0.347302678
72,149.9751814,,TRUE,0
73,128.1376221,402.1210427,TRUE,0.326063401
74,135.0432653,89.45331904,FALSE,0.309842799
75,200.536778,1043.250029,TRUE,0.340266399
76,117.3093608,,TRUE,0
77,151.8185711,511.875151,TRUE,0.333400486
78,205.9471493,,TRUE,0
79,146.2542035,,TRUE,0
80,132.2775753,730.9808719,TRUE,0.336544313
81,145.3635717,,TRUE,0
82,163.2723585,148.7373718,FALSE,0.308772566
83,94.21910291,151.613877,FALSE,0.308710556
84,145.7034071,145.5581185,FALSE,0.308838349
85,154.0351755,137.8810774,FALSE,0.308981397
86,174.3119105,1176.139164,TRUE,0.350643995
87,146.9460061,1039.411328,TRUE,0.340020748
88,100.9973208,1048.401964,TRUE,0.340541489
89,96.78488128,183.4718389,FALSE,0.308027002
90,87.4453069,1000.295083,TRUE,0.338315899
91,88.69085826,96.77358585,FALSE,0.309697262
92,132.6186033,143.7325146,FALSE,0.3088784
93,192.5889634,167.017883,FALSE,0.308385015
94,174.0575859,1130.436551,TRUE,0.34648524
95,137.8789955,,TRUE,0
96,97.98633778,148.3055626,FALSE,0.30878058
97,143.4312018,137.2081733,FALSE,0.308996272
98,86.86200131,89.96976044,FALSE,0.309832517
99,81.69197593,132.4373492,FALSE,0.309079666
100,150.4349357,1092.51306,TRUE,0.343524599
101,153.1650133,1062.097749,TRUE,0.341440078
102,164.1469524,123.7642092,FALSE,0.309231776
103,115.5762527,899.7258492,TRUE,0.336392359
104,148.1334942,1062.395877,TRUE,0.341456092
105,208.3436277,533.490775,TRUE,0.333155942
106,142.2675617,150.4313387,FALSE,0.308735494
107,95.690683,588.6069426,TRUE,0.33394155
108,135.0019851,181.5764613,FALSE,0.308069979
109,191.0633057,,TRUE,0
110,118.8444596,848.9665522,TRUE,0.335987108
111,116.1064738,910.2077873,TRUE,0.336535272
112,106.6372762,,TRUE,0
113,182.2506824,1999.257083,TRUE,0.433371099
114,177.8601191,179.0871299,FALSE,0.308128131
115,197.5273842,163.4844583,FALSE,0.308457876
116,149.0570455,72.58466174,FALSE,0.310220302
117,217.216156,579.0205614,TRUE,0.333486978
118,129.8310169,782.9365947,TRUE,0.336181359
119,142.9319197,,TRUE,0
120,109.4259966,,TRUE,0
121,138.2898327,1168.481406,TRUE,0.349862722
122,114.2183242,399.3385501,TRUE,0.32615569
123,166.6488513,121.890176,FALSE,0.309259283
124,236.292345,,TRUE,0
125,135.3818541,886.024228,TRUE,0.336180491
126,102.4583133,,TRUE,0
127,110.4713196,,TRUE,0
128,109.082376,,TRUE,0
129,136.2022927,688.1622037,TRUE,0.337371996
130,199.1396119,1053.2319,TRUE,0.340876652
131,127.6109867,109.7512171,FALSE,0.309480549
132,131.3080826,,TRUE,0
133,165.1148583,152.6167387,FALSE,0.308692731
134,148.7589114,181.2609872,FALSE,0.30807579
135,116.6268776,1634.789697,TRUE,0.396207805
136,134.7462065,92.09085973,FALSE,0.309783764
137,131.0056321,92.98671667,FALSE,0.309763938
138,99.79179317,,TRUE,0
139,105.3305153,1416.685278,TRUE,0.378441763
140,62.37609078,136.3176469,FALSE,0.309015858
141,129.5306588,1311.800865,TRUE,0.36861702
142,107.6329853,888.582342,TRUE,0.336193495
143,119.7667415,115.3567143,FALSE,0.309394522
144,131.6451615,,TRUE,0
145,186.7770113,847.440626,TRUE,0.335957245
146,109.3335962,946.2635107,TRUE,0.337027793
147,153.8696733,,TRUE,0
148,85.4376602,132.6929578,FALSE,0.309074635
149,205.8644185,,TRUE,0
150,128.9436915,,TRUE,0
151,159.1705088,638.4554272,TRUE,0.337769015
152,134.3885342,167.078765,FALSE,0.308385015
153,93.05478875,173.5941011,FALSE,0.308243233
154,155.3996689,157.7740107,FALSE,0.308574259
155,142.0478178,,TRUE,0
156,138.8785076,996.6776529,TRUE,0.338173131
157,74.02700373,112.5620908,FALSE,0.309436861
158,100.9617254,119.8967126,FALSE,0.30929764
159,126.658684,1471.426292,TRUE,0.384373793
160,122.7664076,,TRUE,0
161,200.2696592,191.1208709,FALSE,0.307865448
162,123.1886339,924.0640267,TRUE,0.336651471
163,118.5841993,183.3719431,FALSE,0.308028707
164,150.245412,672.8108069,TRUE,0.337702673
165,115.0596597,107.7400911,FALSE,0.30951759
166,120.1590191,,TRUE,0
167,88.6788256,,TRUE,0
168,99.02691963,293.3266202,TRUE,0.310558885
169,139.3381322,141.32505,FALSE,0.308915847
170,160.7249968,850.2796307,TRUE,0.335985771
171,121.586787,790.7270114,TRUE,0.336097412
172,79.24190681,,TRUE,0
173,196.219213,1931.891435,TRUE,0.422629027
174,155.7253824,1935.668607,TRUE,0.423084661
175,154.5451656,984.2576975,TRUE,0.337912564
176,102.1089311,72.15178599,FALSE,0.310234218
177,115.1578503,484.6718988,TRUE,0.331822985
178,149.8855408,558.1461467,TRUE,0.333206415
179,129.3484142,951.4454734,TRUE,0.337175105
180,130.9426954,,TRUE,0
181,150.8701704,304.9835712,TRUE,0.31269305
182,104.8142697,917.3350644,TRUE,0.336528286
183,160.1087822,171.3254104,FALSE,0.308292887
184,135.0014787,181.2325248,FALSE,0.30807579
185,133.7500304,157.0288089,FALSE,0.308586665
186,152.2999495,791.7071031,TRUE,0.336081491
187,196.9693312,,TRUE,0
188,110.1597736,,TRUE,0
189,139.3156761,542.0152882,TRUE,0.333082065
190,157.9316646,201.7014011,FALSE,0.307636864
191,134.2483031,167.1879077,FALSE,0.308381477
192,124.9183992,146.1094518,FALSE,0.308828391
193,169.8017894,,TRUE,0
194,112.0432808,121.0215321,FALSE,0.309281163
195,162.4872739,928.7606747,TRUE,0.336704808
196,101.4688813,2389.677366,TRUE,0.507516127
197,238.3177932,1402.177263,TRUE,0.376895266
198,141.0096875,127.6516009,FALSE,0.309160371
199,141.2478212,981.9198272,TRUE,0.337872605
200,156.4394215,776.9087597,TRUE,0.336224509
201,87.24629885,,TRUE,0
202,131.6617733,937.0128245,TRUE,0.336856069
203,128.5882058,1108.590131,TRUE,0.344762197
204,173.2504293,154.0874489,FALSE,0.308658074
205,48.14414248,109.1860366,FALSE,0.30949028
206,159.9575745,1004.883837,TRUE,0.338458198
207,136.6418738,179.5628491,FALSE,0.308113537
208,115.2577983,,TRUE,0
209,220.11207,172.3183527,FALSE,0.308271783
210,103.6127443,171.8961282,FALSE,0.308281172
211,144.6844446,166.7588829,FALSE,0.308390375
212,215.5160722,716.6614657,TRUE,0.336819189
213,130.9161548,797.1853495,TRUE,0.336045737
214,104.6311861,1353.914433,TRUE,0.37247456
215,163.8908831,1065.639054,TRUE,0.341688836
216,141.3502118,1017.967121,TRUE,0.339018599
217,154.4314801,,TRUE,0
218,134.8446468,1531.097399,TRUE,0.388810531
219,110.1400625,135.0643899,FALSE,0.309037168
220,90.21137519,70.60344375,FALSE,0.310280512
221,153.5712748,207.6471075,FALSE,0.307523053
222,113.9941792,1062.57976,TRUE,0.341462562
223,200.4793471,,TRUE,0
224,185.7377792,185.4179537,FALSE,0.307981764
225,129.0948117,,TRUE,0
226,133.3897692,201.191836,FALSE,0.307650425
227,203.6416063,172.1508841,FALSE,0.308276125
228,129.1270323,120.2621927,FALSE,0.309291176
229,150.4711154,180.7333514,FALSE,0.30808322
230,51.92468518,1759.677038,TRUE,0.40457995
231,85.24593635,778.0014715,TRUE,0.336216881
232,134.8076891,741.4614133,TRUE,0.336508062
233,116.1026181,,TRUE,0
234,159.7110306,,TRUE,0
235,106.5315406,,TRUE,0
236,119.6276315,661.239504,TRUE,0.338027804
237,146.5827182,145.0797593,FALSE,0.308849601
238,191.9870976,185.2401497,FALSE,0.307985488
239,168.0587836,863.5911134,TRUE,0.336011855
240,140.1608778,576.5659937,TRUE,0.333439051
241,143.126091,,TRUE,0
242,103.647092,1565.208675,TRUE,0.391381902
243,124.916574,177.8188583,FALSE,0.308147572
244,132.1419173,170.73038,FALSE,0.308312438
245,190.9655985,,TRUE,0
246,136.4063847,114.7848238,FALSE,0.309403911
247,119.4473645,316.3790288,TRUE,0.315614399
248,119.6867078,152.6607954,FALSE,0.308691615
249,202.9654929,196.852273,FALSE,0.307744042
250,121.041203,,TRUE,0
251,117.7947671,127.1375433,FALSE,0.309169667
252,131.5587587,,TRUE,0
253,138.3203565,437.8487581,TRUE,0.326295584
254,176.5913252,,TRUE,0
255,109.255824,159.4074585,FALSE,0.308535428
256,110.726884,,TRUE,0
257,112.2964273,138.6714736,FALSE,0.308964026
258,84.84925016,66.88730239,FALSE,0.310429532
259,132.4951442,1122.049983,TRUE,0.345785421
260,69.89834666,148.0356888,FALSE,0.308784908
261,201.7030702,1787.516643,TRUE,0.406648249
262,117.2876756,626.6951028,TRUE,0.337147779
263,141.7489127,168.9454371,FALSE,0.308350754
264,167.2436452,131.3191058,FALSE,0.309098509
265,148.1741308,149.4461593,FALSE,0.30876046
266,139.4838882,676.7608548,TRUE,0.33768221
267,130.6092676,409.1160918,TRUE,0.325981034
268,161.3070649,178.5057138,FALSE,0.308136728
269,151.5570274,184.0666381,FALSE,0.308009831
270,129.1048593,200.7976094,FALSE,0.307654909
271,127.9810107,85.06081537,FALSE,0.309925656
272,189.1293862,1725.399389,TRUE,0.402136332
273,197.0146183,,TRUE,0
274,162.6220878,112.846353,FALSE,0.309433815
275,104.3884963,94.42179494,FALSE,0.309741366
276,202.0521595,,TRUE,0
277,157.931104,506.865159,TRUE,0.333414815
278,106.2772795,611.2286632,TRUE,0.335831989
279,131.1647106,165.5804459,FALSE,0.308414607
280,148.9499413,,TRUE,0
281,110.5422339,1382.047731,TRUE,0.375241183
282,198.8779472,,TRUE,0
283,85.54437117,,TRUE,0
284,72.9509373,2066.673329,TRUE,0.444712845
285,148.1733739,1371.160401,TRUE,0.374166724
286,195.2305782,159.0708722,FALSE,0.308543688
287,131.8128431,161.6440585,FALSE,0.308491486
288,200.899217,1189.916671,TRUE,0.352068894
289,167.5875701,728.95546,TRUE,0.3365835
290,104.0229788,141.2337779,FALSE,0.308916412
291,144.2230798,1847.038451,TRUE,0.412587299
292,48.61498736,,TRUE,0
293,99.66510453,120.4392631,FALSE,0.309289945
294,194.4811638,180.4119253,FALSE,0.308090728
295,116.2844491,110.2854188,FALSE,0.3094721
296,100.8599171,1386.223066,TRUE,0.375603153
297,152.532616,885.244499,TRUE,0.336143077
298,162.6158683,498.2712581,TRUE,0.332934409
299,180.2628421,,TRUE,0
300,142.508823,88.94049527,FALSE,0.309852022
301,109.3387146,895.535387,TRUE,0.33634381
302,117.297808,1651.770933,TRUE,0.397023736
303,124.9386553,112.9168384,FALSE,0.309431997
304,107.9655194,147.8941064,FALSE,0.308788201
305,137.7140045,,TRUE,0
306,110.7160103,,TRUE,0
307,130.9034466,144.964418,FALSE,0.30885089
308,126.493189,,TRUE,0
309,148.1253145,481.4127865,TRUE,0.331421474
310,106.5734735,1191.412567,TRUE,0.352202986
311,133.6056635,1442.525913,TRUE,0.381237287
312,163.3715315,2053.81764,TRUE,0.442609844
313,164.8509728,1021.828742,TRUE,0.339157794
314,134.2253552,1914.226527,TRUE,0.420348002
315,112.5409989,1021.904644,TRUE,0.339160613
316,123.1105167,148.1656906,FALSE,0.308783707
317,158.6123223,,TRUE,0
318,104.832765,802.5631925,TRUE,0.336026659
319,107.0123038,1135.746399,TRUE,0.346997354
320,132.8120578,143.8442545,FALSE,0.30887711
321,115.1738559,,TRUE,0
322,111.5870022,,TRUE,0
323,228.4403767,805.6985094,TRUE,0.336044715
324,234.1588839,,TRUE,0
325,106.9578794,112.9484971,FALSE,0.309431334
326,108.0882988,,TRUE,0
327,152.9917136,1546.362224,TRUE,0.389772592
328,104.8774949,896.9124056,TRUE,0.336378714
329,212.5606237,,TRUE,0
330,110.4930875,1670.102269,TRUE,0.398269065
331,85.33593281,882.6729035,TRUE,0.336136571
332,100.5933196,,TRUE,0
333,147.3287625,176.9812969,FALSE,0.308158513
334,78.98814699,986.6995575,TRUE,0.338006201
335,166.2289558,1330.848304,TRUE,0.370648734
336,171.6605421,,TRUE,0
337,99.54621,469.4333653,TRUE,0.329709236
338,112.9033111,165.6072522,FALSE,0.308414607
339,129.6628767,174.2017539,FALSE,0.308228972
340,112.4349344,508.6910147,TRUE,0.333400241
341,91.02010696,156.1899707,FALSE,0.308609598
342,144.4999722,208.4544693,FALSE,0.307509699
343,156.4901015,162.9616456,FALSE,0.308471243
344,116.4938197,,TRUE,0
345,117.7709729,129.1988482,FALSE,0.309140973
346,149.7635432,80.10477288,FALSE,0.310015861
347,94.7147352,625.3597097,TRUE,0.337072482
348,190.3437557,,TRUE,0
349,85.36144875,526.46605,TRUE,0.333194987
350,128.3651027,2578.568666,TRUE,0.548137496
351,90.67245405,,TRUE,0
352,96.11996574,,TRUE,0
353,122.2165713,122.0003706,FALSE,0.309256332
354,74.37215785,161.271842,FALSE,0.308499033
355,120.647252,,TRUE,0
356,171.6062258,173.5315723,FALSE,0.308243233
357,116.7643038,169.279138,FALSE,0.308341395
358,235.8427938,393.9033402,TRUE,0.326222453
359,107.7391307,,TRUE,0
360,88.67105733,729.0183544,TRUE,0.336588865
361,137.0428853,166.1702585,FALSE,0.308398947
362,137.0108397,118.1984,FALSE,0.309330329
363,125.0938799,,TRUE,0
364,132.2872785,854.6302415,TRUE,0.336057129
365,61.45992703,,TRUE,0
366,129.870773,,TRUE,0
367,117.3208282,84.85699259,FALSE,0.309928345
368,68.09303835,857.4394821,TRUE,0.335989663
369,101.5615335,711.2153412,TRUE,0.33692527
370,154.5057025,2401.00239,TRUE,0.509110483
371,119.1875685,,TRUE,0
372,226.9531093,1133.8512,TRUE,0.346826547
373,106.691184,174.9087207,FALSE,0.308212601
374,198.6675865,631.6517897,TRUE,0.337390077
375,143.2818548,,TRUE,0
376,123.9020436,1378.804462,TRUE,0.375013585
377,88.34399319,,TRUE,0
378,131.0133202,1092.335883,TRUE,0.343497351
379,146.5126642,,TRUE,0
380,133.4180423,,TRUE,0
381,164.6904191,,TRUE,0
382,92.16016417,825.9759918,TRUE,0.336082776
