,Mystery_Data_X,Mystery_Data_Y,Modified,Model,CHECKING
0,115.7470578,1009.258981,TRUE,TRUE,TRUE
1,129.2120702,142.9294802,FALSE,FALSE,TRUE
2,107.2225766,,TRUE,FALSE,FALSE
3,206.6829218,209.3469529,FALSE,TRUE,FALSE
4,194.0504225,461.9311255,TRUE,TRUE,TRUE
5,151.4204042,147.1870818,FALSE,TRUE,FALSE
6,155.3728497,176.5832933,FALSE,FALSE,TRUE
7,84.84081573,147.9567326,FALSE,TRUE,FALSE
8,96.73239392,616.052696,TRUE,TRUE,TRUE
9,131.6127681,384.7640706,TRUE,TRUE,TRUE
10,129.659126,160.0438396,FALSE,FALSE,TRUE
11,92.13344868,478.5535423,TRUE,TRUE,TRUE
12,122.2007329,1000.399241,TRUE,TRUE,TRUE
13,113.9305287,155.9923648,FALSE,FALSE,TRUE
14,160.5223221,200.2273408,FALSE,TRUE,FALSE
15,185.4528214,206.7122919,FALSE,TRUE,FALSE
16,86.45119072,697.5233243,TRUE,TRUE,TRUE
17,74.09940507,548.1907883,TRUE,TRUE,TRUE
18,148.2597397,718.5548741,TRUE,TRUE,TRUE
19,141.8785467,162.116222,FALSE,FALSE,TRUE
20,151.425888,183.2966387,FALSE,TRUE,FALSE
21,125.4567877,1103.06939,TRUE,TRUE,TRUE
22,111.0459525,137.5672999,FALSE,TRUE,FALSE
23,147.5843908,216.7509403,FALSE,TRUE,FALSE
24,152.8514719,484.5298759,TRUE,TRUE,TRUE
25,183.9126675,720.6934004,TRUE,TRUE,TRUE
26,147.2093187,1033.957704,TRUE,TRUE,TRUE
27,208.7203363,540.0281004,TRUE,TRUE,TRUE
28,189.489259,,TRUE,FALSE,FALSE
29,135.3539752,140.049651,FALSE,TRUE,FALSE
30,104.7516588,158.1499026,FALSE,TRUE,FALSE
31,133.6631489,107.2189029,FALSE,TRUE,FALSE
32,129.4852425,141.5462994,FALSE,FALSE,TRUE
33,203.1193847,731.610775,TRUE,TRUE,TRUE
34,40.70279005,115.5882465,FALSE,TRUE,FALSE
35,130.3615546,169.4966592,FALSE,TRUE,FALSE
36,116.0808799,114.009529,FALSE,TRUE,FALSE
37,130.5962646,1170.746061,TRUE,TRUE,TRUE
38,118.178016,164.5697171,FALSE,FALSE,TRUE
39,214.5522962,567.4934146,TRUE,TRUE,TRUE
40,138.6206386,938.0889845,TRUE,TRUE,TRUE
41,124.9051243,119.7425836,FALSE,TRUE,FALSE
42,95.44908086,102.2874618,FALSE,TRUE,FALSE
43,161.8907533,895.9122131,TRUE,TRUE,TRUE
44,78.23792674,83.46491406,FALSE,TRUE,FALSE
45,136.5219196,182.608738,FALSE,FALSE,TRUE
46,122.0917593,150.8237703,FALSE,TRUE,FALSE
