,Mystery_Data_X,Mystery_Data_Y
0,115.74705775202304,146.2589810057781
1,129.21207016828825,142.92948021290488
2,107.22257663996817,131.49355746081295
3,206.6829218222638,209.34695292372274
4,194.05042248478844,195.93112545533424
5,151.4204041782276,147.187081810034
6,155.37284967686497,176.583293308212
7,84.84081572760697,147.9567325785168
8,96.73239391951104,72.05269604104069
9,131.61276810460674,169.76407059618202
10,129.6591259595295,160.04383958318667
11,92.13344867931175,176.5535422641865
12,122.20073293907261,136.39924107932026
13,113.93052874629986,155.99236476039775
14,160.52232205037393,200.22734076808933
15,185.45282136057094,206.7122918763751
16,86.45119071749474,149.5233243196173
17,74.09940506861861,155.19078828585515
18,148.25973972600258,182.5548740961908
19,141.87854668180364,162.11622199089788
20,151.4258879795943,183.29663872005685
21,125.45678768101479,134.06938998189713
22,111.04595253065622,137.56729988778451
23,147.58439080604165,216.75094025129675
24,152.8514718579559,119.52987588372586
25,183.9126675042119,187.69340039310495
26,147.20931871647997,135.9577041089212
27,208.72033627490333,172.02810042874975
28,189.4892589528689,207.96367912522177
29,135.3539752389043,140.04965099433213
30,104.75165875747513,158.1499026129362
31,133.6631488993721,107.21890291165876
32,129.4852425151175,141.54629940613552
33,203.1193847279851,205.61077497751288
34,40.70279005043595,115.5882465451165
35,130.36155462799636,169.4966592257765
36,116.08087985415393,114.0095289980529
37,130.5962646489728,149.74606110737187
38,118.17801604391056,164.56971705394284
39,214.5522962451937,185.49341458918292
40,138.62063862329498,176.08898445990368
41,124.90512432657437,119.74258362405678
42,95.44908086141422,102.28746176558371
43,161.89075331213394,180.91221314011744
44,78.23792674035307,83.46491405984293
45,136.5219196476733,182.60873800198436
46,122.09175929529766,150.82377033949834
47,71.31552999154249,101.3059540015194
48,139.96186413502463,166.8630680026734
49,85.39491478870647,110.77916026686626
50,141.11268207148782,178.62965090171232
51,114.31146240849675,94.3367958135889
52,131.11623001599784,103.13494965646571
53,121.90990466188995,159.38064862442297
54,73.76803931214873,160.74938802805525
55,104.38849628433105,94.4217949357457
56,116.9982765832812,138.25233095096664
57,147.36249226781587,108.02125991422743
58,147.08081793869533,159.63187929076548
59,148.47882200838131,111.15374576578725
60,203.3523038568683,208.956418872797
61,87.78887668417707,152.36014960732635
62,125.78018795576793,118.88599498483349
63,156.11191374988255,157.04518469052448
64,127.95896419298576,151.57525613039763
65,146.42081696225037,200.3948922818637
66,116.60443965915432,160.69517847765115
67,133.37286755342404,83.89501461423535
68,121.63464962451978,126.46308750102475
69,151.09953444998763,167.7576339993814
70,125.39183400301516,198.89348053828877
71,200.09516914012286,170.44908102209337
72,206.3194761013238,173.05286666468714
73,158.97364735073265,142.24474735977628
74,111.27332717140146,111.79588550587421
75,135.3935335813148,117.15213016227521
76,137.9774349736869,157.18435114189737
77,111.5181231554617,137.87301816442155
78,127.69170026076753,128.6810463473084
79,122.7359601651223,177.25127755866836
80,139.48041396469668,108.95002611754504
81,164.2428892371381,161.79473574139075
82,170.42477403872866,183.28012367398904
83,164.8967269656004,180.17066399750962
84,156.24783821953167,99.34072478551383
85,157.56500049692127,72.05751162166355
86,76.02602994703093,152.81695660068198
87,144.78847785959238,146.37718775843308
88,154.28896323445497,160.92607203586132
89,94.52432927377704,141.50873186706292
90,136.37488976168493,143.26704368625812
91,76.5615866249901,138.87580039081675
92,202.29467720410778,195.2679724428675
93,97.59547672723421,152.88569253060695
94,81.84820218690089,170.83049225280888
95,107.97934883241096,110.13116724541746
96,135.5539347842934,98.8945402053432
97,190.87887189770314,189.24762326773103
98,134.31197623914193,140.97246775288798
99,120.88649744306275,178.66851371345697
100,119.71309091264236,219.12564859052702
101,174.81867970462116,212.77526562281622
102,93.6577506161438,78.89029088794699
103,151.94373039352868,149.13356106482024
104,194.42600474950623,199.26453955816024
105,140.21787121216033,94.05173410415696
106,183.34695205923697,145.8800076650503
107,139.38403629538755,209.54818679243846
108,78.20670310409469,142.58990217118208
109,197.9436777670304,167.4408773702477
110,172.66024290356123,143.7783282229408
111,173.0287522104245,158.83960049388668
112,197.66532929861808,200.20828673682118
113,133.48379081004742,151.3924437299633
114,121.49144167493712,80.93052846446184
115,130.171963635891,139.30873575100975
116,106.06528209593044,152.00295929944875
117,143.89798465955565,108.31996927432685
118,116.12326800892679,139.6248773509911
119,102.13421434116552,128.7997566095531
120,69.86095148660075,175.91714363501592
121,101.47636021087793,117.42001201819183
122,147.04313783721102,165.1537970542343
123,102.58305562374011,91.55932106567236
124,182.71970236226082,182.66226172389693
125,135.3862937954874,191.51474228314675
126,193.2332538835373,184.81912670185747
127,104.69838632487729,175.11658695370818
128,181.8408757952681,168.0469597142278
129,111.36131895834494,92.74475265249926
130,154.66110504140602,137.19772179754236
131,130.4348412215384,174.38662494528984
132,131.51754090911678,163.80938403491305
133,218.05388814295117,189.75426983730048
134,160.23326064949933,135.79936677528124
135,171.5376517409081,183.61995091690315
136,125.96727426432712,200.86700226997954
137,147.24539409918413,160.6955949578674
138,212.55266736916192,188.52726303323024
139,118.133038825206,132.1838740881623
140,179.97006484537948,171.76725837100832
141,136.6930953096,132.9385668168379
142,83.99159771005277,121.20769467168851
143,120.7161985692668,106.52364320170516
144,122.29258803724389,123.65436886099744
145,114.87305110286125,114.34277183830451
146,144.66153360023225,164.15630980971451
147,121.73692840665419,156.62194768697543
148,168.44158786747357,121.54846237453678
149,112.14594991585992,148.47159038809747
150,207.17254232479598,205.98812924284826
151,131.50962318779045,140.1244714050437
152,139.3760582890783,164.08927275056425
153,93.68371500413332,103.65886136614823
154,114.45213711420064,139.5915101636509
155,121.95536803942446,122.73443946477776
156,119.86212301387644,94.55144890550167
157,178.86162921080117,155.58833991895534
