,Mystery_Data_X,Mystery_Data_Y,Modified,Model,CHECKING
0,143.2929534,978.93978,TRUE,FALSE,FALSE
1,80.52398102,81.89121582,FALSE,TRUE,FALSE
2,98.70322161,1065.490227,TRUE,FALSE,FALSE
3,129.8619415,117.8174544,FALSE,FALSE,TRUE
4,80.65851737,2239.977681,TRUE,TRUE,TRUE
5,120.3879215,,TRUE,FALSE,FALSE
6,128.7353392,127.886463,FALSE,FALSE,TRUE
7,112.3966681,604.1604463,TRUE,FALSE,FALSE
8,140.698051,924.1041524,TRUE,TRUE,TRUE
9,103.2342518,1449.265453,TRUE,TRUE,TRUE
10,106.29866,,TRUE,TRUE,TRUE
11,124.5667182,566.8223725,TRUE,FALSE,FALSE
12,143.7234843,43.81099866,FALSE,TRUE,FALSE
13,170.3336903,126.277262,FALSE,FALSE,TRUE
14,138.3277175,131.0740224,FALSE,FALSE,TRUE
15,137.682888,85.90939335,FALSE,FALSE,TRUE
16,104.2126189,121.6912315,FALSE,TRUE,FALSE
17,108.7899613,379.010884,TRUE,FALSE,FALSE
18,179.2363632,1291.004315,TRUE,TRUE,TRUE
19,176.4898224,363.5367293,TRUE,TRUE,TRUE
20,66.49382131,108.9004945,FALSE,FALSE,TRUE
21,157.2749363,110.2482591,FALSE,FALSE,TRUE
22,111.844439,170.6156384,FALSE,TRUE,FALSE
23,150.3421015,427.0417225,TRUE,FALSE,FALSE
24,106.2286234,153.2491405,FALSE,FALSE,TRUE
25,105.4904804,783.8776047,TRUE,FALSE,FALSE
26,99.58297884,719.3180219,TRUE,FALSE,FALSE
27,88.27519264,,TRUE,TRUE,TRUE
28,113.6642706,60.01840165,FALSE,TRUE,FALSE
29,39.83119908,1738.89486,TRUE,TRUE,TRUE
30,120.4512506,2662.737421,TRUE,TRUE,TRUE
31,72.6569815,65.80670049,FALSE,FALSE,TRUE
32,134.6985554,777.9871186,TRUE,TRUE,TRUE
33,129.6863476,1081.395879,TRUE,FALSE,FALSE
34,136.2439422,,TRUE,TRUE,TRUE
35,132.8868282,173.2563974,FALSE,TRUE,FALSE
36,64.71454612,,TRUE,TRUE,TRUE
37,126.7631274,119.8592638,FALSE,TRUE,FALSE
38,136.4094355,,TRUE,TRUE,TRUE
39,112.6306131,33.1739317,FALSE,TRUE,FALSE
40,122.9662497,115.9409196,FALSE,FALSE,TRUE
