,Mystery_Data_X,Mystery_Data_Y,Modified,Model
0,147.5982884,943.9835563,TRUE,FALSE
1,126.88324,924.435077,TRUE,FALSE
2,153.8927697,134.2778896,FALSE,FALSE
3,136.9798717,101.4347203,FALSE,FALSE
4,125.0986921,142.39024,FALSE,FALSE
5,133.5482313,78.53127288,FALSE,TRUE
6,100.950531,97.87183211,FALSE,FALSE
7,126.2201405,121.7059471,FALSE,FALSE
8,187.6075238,830.4924386,TRUE,FALSE
9,130.6389396,61.76527251,FALSE,FALSE
10,112.4840521,152.8904745,FALSE,FALSE
11,141.6391544,127.9468179,FALSE,FALSE
12,153.6112262,176.6594218,FALSE,FALSE
13,111.4365561,836.9792972,TRUE,FALSE
14,166.3870324,177.2768462,FALSE,FALSE
15,99.67740102,154.6377441,FALSE,FALSE
16,142.5541975,153.1747436,FALSE,FALSE
17,92.6744115,95.28828547,FALSE,FALSE
18,234.6918213,205.0683216,FALSE,FALSE
19,106.4960676,1738.092973,TRUE,TRUE
20,125.9117885,154.3926004,FALSE,FALSE
21,126.3806704,159.2146168,FALSE,FALSE
22,121.7468641,156.2774093,FALSE,FALSE
23,201.8092566,177.0294145,FALSE,FALSE
24,123.8884499,142.9007325,FALSE,FALSE
25,150.0689864,563.6755603,TRUE,FALSE
26,205.1331336,627.1482694,TRUE,FALSE
27,145.3768589,161.0053687,FALSE,FALSE
28,117.0631709,190.2336682,FALSE,FALSE
29,121.3817757,171.8468852,FALSE,FALSE
30,134.0056428,156.6494391,FALSE,FALSE
31,165.7710103,119.7041263,FALSE,FALSE
32,151.2378044,154.688243,FALSE,FALSE
33,181.3608296,217.8766767,FALSE,FALSE
34,140.9072353,159.3485179,FALSE,FALSE
35,192.0352764,245.2275634,FALSE,FALSE
36,70.67857877,98.15425568,FALSE,FALSE
37,121.8440678,141.2275672,FALSE,FALSE
38,135.0482388,86.08310167,FALSE,FALSE
39,132.0360658,,TRUE,FALSE
40,137.1035385,150.242402,FALSE,FALSE
41,114.7628958,118.0333644,FALSE,FALSE
42,222.0327127,185.8148521,FALSE,FALSE
43,166.182886,179.8317332,FALSE,FALSE
44,155.6349638,111.1125898,FALSE,FALSE
45,103.8270652,283.9602794,TRUE,FALSE
46,140.2907877,,TRUE,FALSE
47,164.4548502,152.1210822,FALSE,FALSE
48,119.1899976,133.2446421,FALSE,FALSE
49,197.3893652,129.1069103,FALSE,FALSE
50,135.5167038,152.1858314,FALSE,FALSE
51,153.2296343,186.7897379,FALSE,FALSE
52,91.77108409,141.8267375,FALSE,FALSE
53,140.8598147,162.6191767,FALSE,FALSE
54,86.21428641,175.393783,FALSE,FALSE
55,172.2372938,143.9020446,FALSE,FALSE
56,73.54255365,114.3108566,FALSE,FALSE
57,136.8785755,777.8192788,TRUE,FALSE
58,101.6820638,854.105947,TRUE,FALSE
59,166.9201713,141.8759324,FALSE,FALSE
60,130.8272986,660.3134769,TRUE,FALSE
61,129.2778982,,TRUE,FALSE
62,138.0143591,81.64024927,FALSE,FALSE
63,67.59910687,117.7709876,FALSE,FALSE
64,140.3256285,83.48474498,FALSE,FALSE
65,162.7430245,137.2638679,FALSE,FALSE
66,141.2626986,105.9757742,FALSE,FALSE
67,80.43796272,134.4841517,FALSE,FALSE
68,140.7835202,106.5440427,FALSE,FALSE
69,212.955244,199.5634917,FALSE,FALSE
70,177.1488125,157.8685265,FALSE,FALSE
71,104.0104861,134.6538952,FALSE,FALSE
72,129.0615354,136.191589,FALSE,FALSE
73,70.43117949,75.98415544,FALSE,FALSE
74,83.87544156,77.60645783,FALSE,FALSE
75,83.32107892,456.5466564,TRUE,FALSE
76,212.9289691,210.7450394,FALSE,FALSE
77,140.7956266,139.8842935,FALSE,FALSE
78,105.5017331,,TRUE,FALSE
79,126.8093123,799.0483378,TRUE,FALSE
80,134.21011,612.4166583,TRUE,FALSE
81,214.3361128,173.2801701,FALSE,FALSE
82,121.0011732,914.6135269,TRUE,FALSE
83,86.9680385,307.9269367,TRUE,FALSE
84,123.6258319,196.0418551,FALSE,FALSE
85,166.4948065,115.6265295,FALSE,FALSE
86,170.3602139,152.844993,FALSE,FALSE
87,173.8381881,186.3216125,FALSE,FALSE
88,182.0804619,140.1612907,FALSE,FALSE
89,165.7384499,172.4716052,FALSE,FALSE
90,162.7463326,174.2250626,FALSE,FALSE
91,141.840538,111.6393328,FALSE,FALSE
92,169.7390347,150.119992,FALSE,FALSE
93,148.6030547,184.3436386,FALSE,FALSE
94,118.0231211,78.38095846,FALSE,FALSE
95,108.2253747,863.5682381,TRUE,TRUE
96,166.7391134,176.8785075,FALSE,FALSE
97,161.1166744,424.3190029,TRUE,FALSE
98,87.38938794,154.9096126,FALSE,FALSE
99,210.0193093,181.1352977,FALSE,FALSE
100,84.91423842,121.2874657,FALSE,FALSE
101,127.7452612,717.0484369,TRUE,FALSE
102,108.3036539,127.9975429,FALSE,FALSE
103,144.128596,137.4034863,FALSE,FALSE
104,187.9064857,,TRUE,FALSE
105,87.52473158,91.2778325,FALSE,FALSE
106,110.0705706,852.5444748,TRUE,FALSE
107,66.85620309,130.4763266,FALSE,FALSE
108,126.0067738,196.3297815,FALSE,FALSE
109,108.1178014,109.0889785,FALSE,FALSE
110,113.2098012,97.61095973,FALSE,FALSE
111,161.9058057,916.2896778,TRUE,FALSE
112,66.75416634,75.89138777,FALSE,FALSE
113,117.0765626,598.9759101,TRUE,FALSE
114,147.6560756,172.4955366,FALSE,FALSE
115,170.0586869,163.8501023,FALSE,FALSE
116,146.6961302,132.7831538,FALSE,FALSE
117,178.35866,133.4170972,FALSE,FALSE
118,81.80659575,137.4542661,FALSE,FALSE
119,109.306643,95.5009397,FALSE,FALSE
120,100.2175206,146.3479855,FALSE,FALSE
121,200.7782975,1069.049259,TRUE,FALSE
122,149.0855706,92.60919383,FALSE,FALSE
123,107.714204,156.7865759,FALSE,FALSE
124,114.147579,187.4179459,FALSE,FALSE
125,141.0138414,,TRUE,FALSE
126,130.9940924,81.46657036,FALSE,FALSE
127,174.7782788,181.7003833,FALSE,FALSE
128,128.8196887,139.9644141,FALSE,FALSE
129,164.8264094,,TRUE,FALSE
130,209.7770506,180.9724365,FALSE,FALSE
131,98.57853073,90.43768553,FALSE,FALSE
132,141.4369138,137.9576062,FALSE,FALSE
133,168.4735481,181.107014,FALSE,FALSE
134,152.3191936,226.1686224,FALSE,FALSE
135,233.1182399,154.2611014,FALSE,FALSE
136,160.5847699,89.04802138,FALSE,FALSE
137,68.24196122,166.3120015,FALSE,FALSE
138,172.0777875,120.4276933,FALSE,FALSE
139,154.3362166,143.6556574,FALSE,FALSE
140,117.8851551,115.5210363,FALSE,TRUE
141,117.3659906,153.4615829,FALSE,FALSE
142,120.2470464,162.7783111,FALSE,FALSE
143,119.4313608,119.6452146,FALSE,FALSE
144,134.9326842,122.4154872,FALSE,FALSE
