,Mystery_Data_X,Mystery_Data_Y,Modified,Model
0,115.7470578,146.258981,FALSE,FALSE
1,129.2120702,142.9294802,FALSE,FALSE
2,107.2225766,131.4935575,FALSE,FALSE
3,206.6829218,,TRUE,FALSE
4,194.0504225,518.9311255,TRUE,FALSE
5,151.4204042,147.1870818,FALSE,FALSE
6,155.3728497,176.5832933,FALSE,FALSE
7,84.84081573,147.9567326,FALSE,FALSE
8,96.73239392,72.05269604,FALSE,FALSE
9,131.6127681,169.7640706,FALSE,FALSE
10,129.659126,,TRUE,FALSE
11,92.13344868,176.5535423,FALSE,FALSE
12,122.2007329,136.3992411,FALSE,FALSE
13,113.9305287,155.9923648,FALSE,FALSE
14,160.5223221,200.2273408,FALSE,TRUE
15,185.4528214,206.7122919,FALSE,FALSE
16,86.45119072,391.5233243,TRUE,FALSE
17,74.09940507,155.1907883,FALSE,FALSE
18,148.2597397,917.5548741,TRUE,FALSE
19,141.8785467,162.116222,FALSE,FALSE
20,151.425888,183.2966387,FALSE,FALSE
21,125.4567877,134.06939,FALSE,FALSE
22,111.0459525,137.5672999,FALSE,FALSE
23,147.5843908,624.7509403,TRUE,FALSE
24,152.8514719,119.5298759,FALSE,FALSE
25,183.9126675,187.6934004,FALSE,FALSE
26,147.2093187,296.9577041,TRUE,FALSE
27,208.7203363,172.0281004,FALSE,FALSE
28,189.489259,207.9636791,FALSE,FALSE
29,135.3539752,140.049651,FALSE,FALSE
30,104.7516588,333.1499026,TRUE,FALSE
31,133.6631489,975.2189029,TRUE,FALSE
32,129.4852425,,TRUE,FALSE
33,203.1193847,205.610775,FALSE,FALSE
34,40.70279005,115.5882465,FALSE,TRUE
35,130.3615546,1156.496659,TRUE,FALSE
36,116.0808799,114.009529,FALSE,FALSE
37,130.5962646,149.7460611,FALSE,FALSE
38,118.178016,164.5697171,FALSE,FALSE
39,214.5522962,185.4934146,FALSE,FALSE
40,138.6206386,176.0889845,FALSE,FALSE
41,124.9051243,119.7425836,FALSE,FALSE
42,95.44908086,102.2874618,FALSE,FALSE
43,161.8907533,180.9122131,FALSE,FALSE
44,78.23792674,83.46491406,FALSE,FALSE
45,136.5219196,182.608738,FALSE,FALSE
46,122.0917593,150.8237703,FALSE,TRUE
47,71.31552999,101.305954,FALSE,FALSE
48,139.9618641,919.863068,TRUE,FALSE
49,85.39491479,110.7791603,FALSE,FALSE
50,141.1126821,178.6296509,FALSE,FALSE
51,114.3114624,94.33679581,FALSE,FALSE
52,131.11623,103.1349497,FALSE,FALSE
53,121.9099047,159.3806486,FALSE,FALSE
54,73.76803931,160.749388,FALSE,FALSE
55,104.3884963,252.4217949,TRUE,FALSE
56,116.9982766,138.252331,FALSE,FALSE
57,147.3624923,108.0212599,FALSE,FALSE
58,147.0808179,672.6318793,TRUE,FALSE
59,148.478822,111.1537458,FALSE,FALSE
60,203.3523039,208.9564189,FALSE,FALSE
61,87.78887668,152.3601496,FALSE,FALSE
62,125.780188,118.885995,FALSE,FALSE
63,156.1119137,157.0451847,FALSE,FALSE
64,127.9589642,151.5752561,FALSE,TRUE
65,146.420817,,TRUE,FALSE
66,116.6044397,160.6951785,FALSE,FALSE
67,133.3728676,83.89501461,FALSE,FALSE
68,121.6346496,126.4630875,FALSE,FALSE
69,151.0995344,167.757634,FALSE,TRUE
70,125.391834,198.8934805,FALSE,FALSE
71,200.0951691,170.449081,FALSE,FALSE
72,206.3194761,173.0528667,FALSE,FALSE
73,158.9736474,142.2447474,FALSE,FALSE
74,111.2733272,456.7958855,TRUE,TRUE
75,135.3935336,117.1521302,FALSE,FALSE
76,137.977435,1096.184351,TRUE,FALSE
77,111.5181232,137.8730182,FALSE,FALSE
78,127.6917003,128.6810463,FALSE,FALSE
79,122.7359602,177.2512776,FALSE,FALSE
80,139.480414,108.9500261,FALSE,FALSE
81,164.2428892,477.7947357,TRUE,FALSE
82,170.424774,183.2801237,FALSE,TRUE
83,164.896727,180.170664,FALSE,FALSE
84,156.2478382,379.3407248,TRUE,FALSE
85,157.5650005,72.05751162,FALSE,FALSE
86,76.02602995,152.8169566,FALSE,FALSE
87,144.7884779,146.3771878,FALSE,FALSE
88,154.2889632,160.926072,FALSE,FALSE
89,94.52432927,303.5087319,TRUE,FALSE
90,136.3748898,143.2670437,FALSE,FALSE
91,76.56158662,138.8758004,FALSE,FALSE
92,202.2946772,,TRUE,FALSE
93,97.59547673,152.8856925,FALSE,FALSE
94,81.84820219,170.8304923,FALSE,FALSE
95,107.9793488,110.1311672,FALSE,FALSE
96,135.5539348,675.8945402,TRUE,TRUE
97,190.8788719,189.2476233,FALSE,FALSE
98,134.3119762,140.9724678,FALSE,FALSE
99,120.8864974,178.6685137,FALSE,FALSE
100,119.7130909,219.1256486,FALSE,TRUE
101,174.8186797,212.7752656,FALSE,FALSE
102,93.65775062,78.89029089,FALSE,FALSE
103,151.9437304,149.1335611,FALSE,FALSE
104,194.4260047,199.2645396,FALSE,FALSE
105,140.2178712,94.0517341,FALSE,FALSE
106,183.3469521,145.8800077,FALSE,FALSE
107,139.3840363,209.5481868,FALSE,FALSE
108,78.2067031,142.5899022,FALSE,FALSE
109,197.9436778,167.4408774,FALSE,FALSE
110,172.6602429,143.7783282,FALSE,FALSE
111,173.0287522,158.8396005,FALSE,FALSE
112,197.6653293,200.2082867,FALSE,FALSE
113,133.4837908,151.3924437,FALSE,FALSE
114,121.4914417,80.93052846,FALSE,FALSE
115,130.1719636,1096.308736,TRUE,FALSE
116,106.0652821,152.0029593,FALSE,FALSE
117,143.8979847,108.3199693,FALSE,FALSE
118,116.123268,139.6248774,FALSE,FALSE
119,102.1342143,128.7997566,FALSE,FALSE
120,69.86095149,1145.917144,TRUE,TRUE
121,101.4763602,655.420012,TRUE,FALSE
122,147.0431378,165.1537971,FALSE,TRUE
123,102.5830556,91.55932107,FALSE,FALSE
124,182.7197024,182.6622617,FALSE,FALSE
125,135.3862938,191.5147423,FALSE,TRUE
126,193.2332539,184.8191267,FALSE,FALSE
127,104.6983863,987.116587,TRUE,FALSE
128,181.8408758,168.0469597,FALSE,FALSE
129,111.361319,92.74475265,FALSE,FALSE
130,154.661105,964.1977218,TRUE,FALSE
131,130.4348412,174.3866249,FALSE,FALSE
132,131.5175409,163.809384,FALSE,FALSE
133,218.0538881,189.7542698,FALSE,FALSE
134,160.2332606,135.7993668,FALSE,FALSE
135,171.5376517,183.6199509,FALSE,TRUE
136,125.9672743,200.8670023,FALSE,FALSE
137,147.2453941,160.695595,FALSE,FALSE
138,212.5526674,188.527263,FALSE,FALSE
139,118.1330388,132.1838741,FALSE,FALSE
140,179.9700648,416.7672584,TRUE,FALSE
141,136.6930953,132.9385668,FALSE,FALSE
142,83.99159771,121.2076947,FALSE,FALSE
143,120.7161986,319.5236432,TRUE,FALSE
144,122.292588,123.6543689,FALSE,FALSE
145,114.8730511,114.3427718,FALSE,FALSE
146,144.6615336,164.1563098,FALSE,TRUE
147,121.7369284,156.6219477,FALSE,FALSE
